coe1,coe2,coe3,coe4,coe5,coe6,coe7,coe8,coe9,coe10,coe11,coe12,coe13
-244.22423,77.479385,-21.663717,37.205925,-6.3721876,11.640473,-4.483227,4.7353053,19.23582,-14.604498,10.642863,-0.14140964,-5.0635443
-246.08972,79.02739,-19.582893,41.393784,-5.145982,12.340291,-5.476738,-0.85921013,18.925848,-14.17762,14.0754595,2.7962213,-4.482836
-248.18773,75.25299,-21.752895,42.88594,-6.6434555,6.9654293,-2.7908313,0.9204974,22.211021,-12.181577,16.147457,8.141317,-3.2007985
-248.91527,72.53385,-21.047123,40.84262,-5.8601503,3.818326,-1.2718648,-2.3840036,23.186733,-13.818041,16.946583,7.8384523,-2.0126228
-253.12366,75.83714,-20.40038,45.42547,-4.3380504,4.063945,-4.218057,-6.1033554,26.103725,-15.892191,16.119476,0.5115315,-2.2176702
-248.58127,79.07088,-23.860012,46.758713,-3.960538,9.1445265,0.28241777,-3.5600924,21.689507,-21.335253,9.523181,-0.5945146,1.0515972
-242.08502,83.46912,-20.834637,49.228134,-7.522087,5.990602,4.0071626,-1.38903,18.201422,-18.551308,10.470608,1.9862201,-0.61415327
-239.36859,72.48722,-20.415886,53.87197,-5.910003,6.9659963,3.028595,7.5928307,22.03077,-13.322752,9.093717,-2.0673175,-2.7164629
-245.68196,67.59246,-24.364773,51.57067,-6.743908,8.175659,-1.8538904,2.1213531,17.85627,-15.281719,7.8835306,3.6021361,-1.3906809
-246.15608,77.514984,-19.397772,47.789112,-8.400504,11.50074,-0.86055744,-0.34261882,18.618465,-17.505714,5.951136,0.51436216,1.854837
-243.10483,79.96109,-10.257829,48.663235,-8.554747,10.808616,1.024081,5.3250494,20.979881,-13.9382105,9.097615,2.1745234,-3.3576303
-247.27339,69.55525,-15.385663,49.52668,-2.5358968,9.471124,-0.2097441,5.9330196,25.989143,-11.537226,12.060472,4.2200637,-2.8155923
-247.3361,68.73564,-27.400211,41.980278,-4.241346,9.113751,-4.076687,0.8176638,28.028118,-12.668949,13.037299,2.9712634,-0.7526176
-249.24498,72.272125,-29.281178,40.371925,-7.2459106,5.3727903,-3.0465958,2.605629,26.452969,-9.810392,9.375542,-0.19068691,-4.871478
-251.13757,76.96913,-21.711002,44.750088,-8.353006,4.249201,-4.8798704,4.3301196,23.441746,-9.506392,11.042526,1.283128,-3.2617984
-249.38072,75.40096,-25.242504,40.984947,-7.93629,3.5004635,-6.541113,2.3285525,22.026726,-12.460622,7.057887,1.0150309,-3.0260005
-249.26265,75.011444,-23.56209,39.495293,-6.175165,8.776237,-0.60984015,0.9188509,19.260448,-13.728544,9.177396,0.5405836,-6.0102134
-248.51933,70.30713,-20.580942,41.2091,-4.657172,13.521099,-2.4298594,-3.794283,19.356777,-11.671446,10.339774,6.1174803,0.9500099
-248.51923,70.94763,-24.467983,43.789185,-9.6597,11.697626,-2.8895733,-4.9430857,22.103455,-15.1088705,5.813936,3.6310828,1.2501638
-250.95454,71.92037,-27.453514,40.631027,-12.671383,9.769548,-1.4404094,-9.227295,18.56728,-15.874623,5.5364094,0.6652428,-0.5406294
-247.76773,75.9156,-23.66637,42.474686,-12.377022,9.736494,-1.2287056,-4.7121325,19.63498,-11.983276,7.9808674,-0.033273816,-1.8666806
-248.18343,73.07049,-16.232615,43.795353,-10.977724,11.646664,3.5511372,4.8117905,22.769825,-10.36579,8.470559,1.4587085,-5.702327
-243.94974,75.27072,-17.287647,45.336136,-7.53271,14.204287,3.2773905,3.9994745,20.825117,-9.895298,7.2738514,3.2259827,-2.222005
-248.148,72.95786,-22.671139,44.464546,-9.250607,11.180816,-1.0464919,0.63236797,16.633232,-14.99832,8.498042,3.8280578,-1.112833
-247.1296,75.0488,-23.286646,41.989697,-6.2449036,8.281061,-6.5712576,-0.0923731,17.659107,-19.68486,4.2861557,1.5456547,-1.222393
-247.91667,74.258606,-21.137781,43.723858,-2.5096626,12.13739,-7.272205,2.4088697,25.007874,-14.66269,5.8629117,-3.5725741,-2.2593348
-245.60826,74.6652,-18.035404,44.124397,-6.290841,12.535204,-5.5291452,0.28396702,21.775238,-13.565203,5.2217445,-1.1187141,-1.094198
-242.88747,77.25329,-22.199825,42.701416,-7.5873656,8.978974,-5.10189,-2.0259254,17.835379,-15.704963,6.510898,3.4634485,-0.2784297
-244.68259,80.97109,-17.840511,49.541225,-5.180373,3.2934318,-2.95823,1.3436693,14.100311,-14.517865,5.978749,-0.41500312,-5.5800066
-241.83948,82.47872,-20.200748,45.345005,-9.352583,1.5682399,-0.897593,4.2830286,13.196564,-13.288344,6.959197,0.74098796,-8.120754
-241.9694,75.90628,-21.230461,45.34098,-4.891924,4.6916084,0.8379063,3.447521,13.350851,-13.934125,10.605083,5.919286,-1.0394894
-247.30534,72.1293,-20.995434,45.26592,-3.0684109,6.3166857,0.7382839,4.5981107,21.107613,-12.904594,8.665485,0.76097953,-1.5472577
-246.75826,72.77512,-23.18901,37.72153,-4.149495,4.950988,-2.998057,5.1550074,24.284698,-10.2374735,4.2861195,-0.4547664,-3.0720458
-242.61333,77.83821,-17.94564,42.381283,-4.660975,7.230137,2.1691325,8.133017,25.749058,-12.028649,4.363703,1.2009134,-3.8916087
-243.92963,80.60269,-17.08441,43.572533,-2.4705353,12.692089,0.8868057,4.441654,23.935425,-15.242004,4.8816996,3.5226936,-0.52500826
-245.35385,80.99434,-20.447271,43.45407,-5.4332485,9.043377,-2.8892379,2.2848368,22.895596,-14.843116,9.027981,5.4199266,0.2898357
-247.50179,73.993675,-24.651995,44.877518,-10.178324,-0.4514977,-5.9688535,1.4404349,25.345589,-11.08633,11.151863,4.090071,-1.4342782
-243.72055,77.766335,-25.874739,45.599785,-12.657833,1.2431687,-2.7653413,0.61100423,21.510628,-16.233675,8.270233,-1.2473658,-2.4427986
-247.69604,80.21197,-20.739471,43.742825,-7.3247547,10.14142,2.9410644,0.242257,20.099506,-19.726192,8.0727625,-5.6060653,-7.334844
-250.22122,76.88192,-26.63562,40.3087,-9.392847,9.962484,-2.6609287,1.6210968,22.876148,-13.8819685,8.162188,-4.2960043,-9.096605
-250.09918,76.67986,-23.794106,40.507904,-7.148752,8.522317,-7.895587,-0.89367414,20.321373,-9.75384,8.992266,2.0593133,-11.447107
-248.97617,78.7057,-19.647028,40.4897,-5.044188,7.049123,-3.423386,2.6593645,17.949326,-13.942335,2.4878159,3.7421072,-6.1364355
-243.67877,77.05079,-22.255264,43.736988,-4.6812935,5.3965087,-2.598078,4.9702063,22.7654,-17.62671,5.0319834,5.0321684,-0.88864124
-240.18169,74.28276,-20.898588,45.016136,-7.6901636,5.2959824,-3.2508445,2.1138403,20.428741,-15.83206,6.4976187,-0.15902404,-0.130085
-245.73013,75.79797,-21.739033,42.974297,-7.492817,8.629408,2.4258072,-1.1810828,16.2812,-15.899948,3.3816662,-6.328331,-5.263731
-246.3256,78.2191,-24.37161,43.590054,-2.9909003,9.482208,4.207511,2.0382624,14.950156,-17.534828,1.2137456,-4.1867285,-5.1679564
-252.63348,74.031876,-29.26101,41.74069,-6.799143,9.619972,-1.2666134,1.4941199,10.624819,-20.736189,2.0704753,0.23255807,-3.0136456
-250.37794,78.71761,-33.12676,38.736107,-13.859329,12.816227,-5.9641542,2.2423174,11.432154,-13.663597,4.1727715,2.761963,-5.6284895
-251.64917,81.828835,-30.769577,40.732574,-13.804665,8.811348,-8.395092,0.41933453,17.208372,-11.700726,2.017493,0.36242157,-3.614047
-249.46562,75.23467,-28.50364,43.04018,-9.082441,7.6258974,-5.1393085,0.24865258,21.262674,-12.998921,2.0231793,2.4758189,-4.6685266
-248.82303,79.48938,-20.745468,42.072937,-7.5526876,4.2574477,1.7172012,0.84409386,21.23222,-10.245344,4.4144125,0.75116694,-6.3607655
-249.76454,83.99521,-14.592291,40.17439,-8.886149,5.9128184,1.9094061,2.78552,21.418653,-12.40994,7.286651,-1.7891623,-5.6181364
-247.46114,78.16317,-17.090954,44.27674,-9.65056,8.579246,1.0606233,2.5260491,22.10913,-17.949135,7.280531,-3.0882444,-2.3221488
-253.20914,68.26789,-18.701004,38.73619,-17.92391,2.2343476,-3.1508617,2.0780044,19.33243,-19.954916,3.8282733,3.0906558,-1.1845932
-255.41077,72.352356,-17.441044,45.485123,-12.391502,5.7368035,-4.0253305,1.7336354,23.59055,-20.690203,2.4404044,4.47836,-1.4141036
-252.9884,84.21892,-19.009193,46.09739,-8.842641,8.727912,-2.449128,-0.013692141,25.382023,-18.342571,6.7012863,3.5029292,-5.3487477
-251.13391,81.96332,-21.65627,40.944344,-10.73609,6.1859837,0.38165867,-0.12335396,23.686813,-11.811138,11.545462,-0.15115184,-8.817041
-245.84673,79.5183,-18.8639,40.978134,-8.234128,3.9790506,-3.233688,-4.8428307,21.246578,-13.767235,8.054646,-1.9885485,-5.9808407
-245.96379,77.75746,-19.637672,43.03253,-6.2611895,3.1789331,-5.2599735,-6.8414903,20.985176,-13.264817,5.129676,-0.538723,-5.33624
-252.45654,74.17772,-23.586529,42.670013,-5.604681,-0.49345565,-3.2335017,-2.0086203,18.86557,-10.638261,4.9999704,-0.5859086,-7.1166015
-256.87582,76.53099,-22.489777,42.355995,-4.3046017,4.3914986,-1.3433725,2.939077,16.671244,-12.834703,8.377149,-1.7117264,-4.4163976
-254.44333,81.57628,-19.595802,43.53964,-11.491808,2.3696332,-5.9961166,0.97041696,20.472916,-17.71696,5.4920225,-4.596043,-7.9326344
-254.41312,83.705215,-17.17046,47.438576,-11.92873,2.6645415,-0.5604619,2.630903,21.929676,-20.10738,5.837618,2.7549367,-1.1588919
-251.36122,79.91946,-22.510542,48.914776,-6.9323053,8.66085,-0.27315506,-0.50374573,20.46106,-17.01209,6.760749,-1.9940091,-4.170356
-250.24715,82.18819,-23.989735,42.292,-9.368041,10.155827,-3.0182753,4.573164,22.977581,-10.922527,7.16714,-0.59673166,-7.403287
-250.13531,84.11142,-26.162601,43.021225,-13.246198,7.3897924,-6.269884,-0.9278989,23.166897,-10.909542,5.9498663,3.076806,-4.7537565
-255.66692,82.24256,-24.51368,40.975945,-8.955412,4.811634,-0.32877183,-1.1049296,19.620361,-15.389395,-0.6142525,-2.3103554,-12.55459
-255.7141,79.11959,-22.076176,38.283188,-10.375904,4.57236,0.19958419,1.2261364,15.907908,-17.054703,-4.4225383,-5.3983374,-13.299047
-254.33038,79.54501,-22.860958,39.98005,-11.0744705,3.6756005,-2.143961,-0.7588148,17.61673,-14.099226,0.8041868,2.024392,-5.686536
-255.66328,81.2991,-24.110104,47.22885,-2.3515434,8.4214,-4.514198,-5.8095636,21.444775,-16.07893,4.939554,2.676108,-2.3768854
-250.34183,83.75218,-27.361288,49.25354,-3.306789,11.166741,3.1194668,-4.8358326,23.617409,-20.153168,5.0836883,-3.2694476,1.3283682
-248.06673,80.94066,-30.811409,48.04342,-5.541951,8.837948,3.5302887,-5.3035803,22.982594,-16.760569,11.440609,-1.0733874,4.0487866
-247.58516,77.9928,-25.748154,46.755363,-5.741875,3.4309382,0.6687551,-3.4305499,21.907215,-13.682276,14.191408,1.0921191,3.1554546
-251.54922,77.27087,-26.548447,41.152443,-6.233919,1.6746182,-7.5595894,2.7151275,25.224993,-10.120035,9.529476,-0.50066364,-0.8839117
-256.12488,75.144516,-27.025723,41.121796,-4.160172,9.980238,-6.1239624,2.6796596,27.376514,-10.742023,7.02447,-1.5175221,-3.1832201
-256.5681,75.27713,-19.635818,44.48193,-1.2847893,10.922003,1.599621,2.0901084,23.773472,-19.317299,-1.0078012,0.1003049,-4.4586964
-248.64702,83.46498,-15.766495,38.85859,-7.511507,9.447113,5.141247,2.6575403,22.761322,-18.15598,2.5688334,1.5412846,-6.7887263
-256.1798,83.58305,-18.541998,37.88949,-10.169151,7.069298,2.2342215,0.21748617,25.253094,-16.602768,6.415029,1.75787,-7.1567497
-259.685,81.53194,-25.57993,42.222168,-13.0297785,2.8115792,1.8539315,0.4148485,23.471529,-20.654272,3.8303456,1.2253652,-8.649351
-254.81996,77.21994,-24.842445,42.166,-12.740683,2.329249,0.17164236,1.0132872,18.92091,-17.378658,7.619416,5.827758,-7.0265336
-252.82076,77.36124,-26.630592,41.40752,-9.964531,7.349349,2.5530639,5.02283,19.834656,-14.241738,5.683016,5.0432634,-7.006459
-259.7685,79.34729,-23.445976,43.53617,-10.199983,7.6704206,-1.2858602,3.846768,21.681145,-12.335512,8.281464,10.11847,-3.0520873
-256.9402,80.23007,-26.084606,51.399487,-10.419651,4.9532585,1.1208434,5.7668114,19.135052,-12.065918,10.872866,7.5921917,1.6871663
-253.85867,77.92554,-29.292912,54.824493,-5.424716,8.498434,9.734119,6.0229387,17.119015,-12.846067,10.298866,2.8462439,-1.1269352
-249.10915,79.402794,-17.951672,52.699207,-5.786815,5.9906783,3.371546,2.4703436,19.091208,-14.094166,6.9970465,1.8564022,-7.3799043
-245.41402,85.190186,-16.18917,44.685917,-8.89332,2.0099156,-2.889706,1.5106068,24.145092,-15.399709,6.6116033,-1.3379831,-8.683291
-253.23003,88.62794,-24.983093,43.579224,-9.893417,4.0390935,-1.6719141,-0.6262827,21.901825,-15.856028,8.599823,0.9606026,-4.9219093
-256.43988,85.9195,-24.173958,44.63955,-3.220893,5.63844,0.822528,1.3356137,22.308907,-19.056725,8.267862,3.8219104,-2.4460344
-254.21399,79.591064,-21.569508,48.83639,-0.43388516,6.5763693,1.5937755,3.7388775,21.876167,-20.484982,5.0587997,7.0997324,-0.8863846
-254.00555,77.50825,-20.953388,42.07859,-6.449561,6.3120728,3.2348228,6.695977,23.159992,-18.765907,2.9361594,6.475995,-2.0583253
-251.2046,81.72423,-18.864101,41.575493,-10.661849,4.6727295,-0.67601657,7.6102,24.34148,-15.993289,1.1960831,2.54927,-2.2287326
-252.77055,82.93581,-19.836042,41.80783,-10.863981,3.4076037,0.3983518,3.8344111,21.999805,-11.966664,2.962187,2.4014854,-4.435646
-257.61337,80.71835,-26.092976,39.373726,-6.809783,5.93634,-1.3981142,0.99634886,22.343855,-11.919926,6.894107,1.0690504,-5.7365084
-254.6102,83.548615,-26.56573,40.278816,-1.987429,12.244753,-2.5514007,2.129489,27.442194,-11.725803,13.937508,6.4545336,-0.67566895
-255.28177,86.26381,-22.21926,46.18801,-1.6193949,13.450187,-0.7205189,-0.16018775,21.38934,-16.38212,9.679712,6.218092,1.5181179
-256.7959,82.780685,-21.264118,50.28824,-2.1001792,8.25489,-1.700117,-6.6444874,19.741951,-23.202644,6.067465,10.612246,4.7528086
-258.21213,85.67336,-23.743404,44.132656,-2.5387104,4.1900964,-1.6623291,-4.346719,23.143316,-19.867182,4.66617,5.875423,6.978844
-253.28958,89.00499,-21.177883,41.21222,-7.551244,5.758715,0.35754585,1.3326695,27.5355,-11.540736,7.8043494,-0.521312,3.4758077
-256.63702,85.11741,-25.922728,43.046177,-4.851572,7.5483613,0.30684978,2.6477067,23.099552,-15.777721,3.6041164,-0.7128764,-2.08509
-254.20341,86.62842,-22.087399,43.17955,-5.882598,8.272882,1.2830279,1.9939425,23.34545,-17.924435,-0.3235348,3.8259816,-2.960452
-252.06352,90.28444,-24.650211,41.929634,-10.397018,11.251806,1.2292655,-4.8248043,27.563225,-11.020149,6.813214,1.7994388,-1.7462298
-250.6042,89.33986,-25.98677,43.084694,-10.893396,6.055216,-4.8388953,-2.3043723,24.629652,-13.233633,7.258377,1.0698863,-3.9162562
-253.37357,87.60261,-24.775595,44.118538,-10.495947,6.526982,-4.2845516,0.12631702,22.157955,-17.442417,6.88301,0.819857,-5.138552
-249.48148,86.20546,-22.502146,42.883373,-7.162684,2.5510535,-1.8541507,4.1354094,27.902256,-10.298189,9.632748,-1.1794508,-3.9428377
-247.34926,85.97533,-25.232933,45.799767,-5.502669,4.8007526,1.1068019,2.0899405,26.809376,-7.770421,11.863752,-0.44210088,0.18429452
-256.88272,82.69223,-24.14722,49.91911,-5.785866,11.630915,2.6189644,1.8478427,24.618183,-9.619917,11.864702,3.9400218,0.28342152
-263.51315,80.46501,-24.219088,43.57524,-8.970562,8.6579075,-2.8924866,1.6041995,22.606636,-15.270311,7.033333,1.4971743,-3.608396
