coe1,coe2,coe3,coe4,coe5,coe6,coe7,coe8,coe9,coe10,coe11,coe12,coe13
-257.90808,84.06325,-28.539192,58.0685,1.7990156,-3.156752,17.35937,4.0689836,-6.1103787,4.8042274,-1.6458151,5.244858,-4.6205435
-258.85446,84.35336,-23.345928,62.730957,6.2634144,-6.994388,15.189178,5.270042,-5.2605424,10.972155,-3.528647,6.800332,2.2081757
-267.92224,83.879776,-18.032,53.857777,5.7454042,-2.0879498,5.8384514,1.0911813,-4.8624506,6.5137415,-2.6586816,9.207663,-3.1405802
-272.92926,87.100296,-8.976679,52.101776,5.1161933,-2.850224,-1.3503716,-3.8054404,-5.5844707,5.889369,-2.8826191,5.333785,-7.8190002
-273.32617,91.16843,-7.6205964,45.920162,6.312896,-1.1462458,0.16756743,-2.3342938,-7.1598663,5.170782,-2.657441,2.7561622,-8.304421
-277.615,85.49078,-9.232159,44.692726,0.535858,-0.35798752,0.1783824,0.75902545,-0.9528487,8.4627695,-6.0610695,3.993042,-8.223425
-274.25064,90.01167,-10.228573,46.91458,1.8873719,2.910138,7.394469,3.2455587,2.8328183,9.279089,-5.259314,6.025665,-10.462465
-272.71442,87.544846,-8.735971,46.690254,4.5047607,7.222454,9.273722,3.1736999,2.402303,7.0018263,-0.5824623,9.35113,-9.494638
-280.15466,84.40393,-8.09776,46.528694,1.4923923,3.6102355,10.061674,2.483943,-3.951984,0.659453,-4.87833,5.000431,-12.266418
-279.0256,80.88959,-6.98927,48.57599,-0.6572636,-1.3553227,3.6305575,-0.37193847,-3.9092574,0.003315739,-8.286498,2.239065,-13.375698
-277.60254,82.12971,-9.998449,42.11084,-7.2612314,-6.2532077,0.32256866,-4.340379,-0.70915216,10.152802,-0.19704105,3.8897834,-13.591038
-269.03693,91.50629,-13.619723,38.348732,-7.110132,-11.242499,-2.5187013,-7.2821445,-1.0122411,8.190414,3.3089519,11.531084,-6.0895643
-267.6785,92.8476,-20.634155,33.00743,-6.703924,-7.284585,4.4645615,-5.208845,-3.2757251,3.3689337,-0.12338787,15.754346,0.8708095
-278.12106,96.87981,-21.231197,30.06789,-5.7534494,-6.7431135,4.76704,-3.6507106,-4.6506147,1.4614599,2.2974272,15.363938,-2.7129235
-285.58392,96.82297,-23.886562,32.0244,-2.1163332,-6.3508024,2.9139192,-6.570183,-11.462585,1.8497282,6.6422467,6.5256124,-10.899496
-279.2661,94.15965,-22.517372,35.361458,7.009282,0.5736808,6.43262,1.766221,-5.863117,0.79554677,0.3174865,3.5412982,-18.9249
-278.15973,97.41303,-22.416763,35.206173,11.396315,7.042164,5.616384,2.6131186,2.0712914,2.9271033,-2.787708,7.5350804,-16.31311
-282.3329,96.71663,-20.775425,38.507557,9.709192,7.138508,9.659625,0.13245726,2.0599535,2.8781548,-2.4555206,8.527509,-8.184791
-289.74884,101.812454,-11.406706,38.52613,2.2788715,-1.0786729,6.345807,-4.1339407,-6.2120266,2.5769222,-4.5698814,3.813949,-7.6317816
-292.23123,103.09068,-12.568967,36.15987,3.4373674,-3.1240985,6.5549746,1.0439968,-5.8336163,1.8500738,-2.7381628,1.9265045,-14.207658
-285.77972,96.67282,-20.201378,30.206682,1.0872152,-0.48027602,6.8891964,6.1986566,3.6521406,2.7735744,-10.364882,1.7075878,-13.254245
-284.03165,94.72075,-23.54398,30.847649,-2.277083,-1.7156916,7.973439,6.7662835,2.9186282,1.5634376,-6.7074146,7.590476,-5.284872
-293.69226,102.37042,-23.557842,32.113434,3.5393968,-3.2046046,5.7447658,0.5397361,-4.0649815,-2.0781908,-2.0072224,8.812227,-4.911198
-297.4533,104.25206,-24.13871,29.334019,9.544876,0.25273812,6.264699,-2.9352992,-3.38801,1.8605541,-1.5279229,10.858515,-6.629814
-290.1476,107.335625,-21.700027,28.637398,7.913241,4.2565947,9.466345,-2.9903624,-3.5910063,2.1141522,-3.9814334,9.1382675,-5.664036
-288.8176,105.25331,-25.186846,35.954674,11.463225,-2.0658603,5.7826385,-2.5858626,-8.604557,0.6141236,2.567695,8.176471,-16.221527
-286.60077,111.06243,-23.900513,37.833275,9.944689,-10.056746,8.815045,7.842249,-4.6514454,-1.653378,6.867572,11.99061,-14.562666
-289.7288,111.78726,-28.830929,28.973026,12.509685,-6.0170927,5.020008,5.329049,1.5940334,1.6195799,3.090009,13.898734,-11.856357
-295.76425,107.884186,-31.511654,29.189943,17.269482,-2.2209125,-2.4976351,-5.0697613,2.1233869,-1.8386444,-2.6045275,13.56432,-8.409592
-300.78754,110.91208,-29.980595,32.064384,19.131153,-5.1361394,-0.6588015,-0.43398315,3.8167906,-8.752915,-4.222686,15.709779,-9.003616
-298.14798,115.41766,-25.427898,36.92525,17.479761,-12.655719,-6.166257,1.0356264,1.9539958,-8.485754,-0.8928702,16.712753,-9.5349045
-304.60004,111.913635,-21.198845,38.301086,14.961228,-11.973202,0.6462209,-1.604724,-3.893084,-7.31621,-0.13846162,9.647767,-12.6006775
-316.19916,110.24738,-21.38393,37.666027,16.590405,-8.167856,8.459305,5.495499,-3.3268828,-2.4495296,2.7508187,7.171982,-15.328012
-315.37643,121.82002,-14.151643,40.094257,16.703377,-3.5674846,12.790941,4.1815023,-5.578054,-2.7334378,-0.6580511,7.663735,-17.617044
-314.358,127.78711,-14.873463,39.318554,21.349821,-0.3558457,13.106628,7.371068,1.7361838,-3.4115875,-4.390931,13.746168,-11.557248
-317.36652,124.99815,-14.868874,37.994095,20.830788,-2.8906498,9.670982,5.52106,2.3182194,-6.1486588,-6.8195424,16.783253,-6.0647235
-316.22183,117.52352,-16.474611,36.39837,16.062574,-3.5387287,10.314156,4.5033097,-1.2793521,-5.0002985,-5.628996,15.616093,-11.689802
-317.7456,115.84523,-19.98434,33.38495,13.668905,-10.663325,8.520051,6.7784123,-1.1515255,-8.675589,-4.6095343,12.999092,-12.548627
-317.4555,118.65811,-24.10552,31.204891,13.255819,-13.981242,11.168881,4.0434933,-3.9741793,-7.7200956,-0.557843,13.865361,-14.040147
-323.82736,118.85716,-17.020462,32.384514,14.957863,-5.8344026,15.0532255,2.0141144,-2.2771025,1.5965301,0.5746436,8.9482,-15.159681
-331.49008,125.195175,-7.7393956,31.880339,10.849176,-2.4937608,12.751858,-4.484456,-4.1259727,2.3105826,0.98889554,5.314567,-12.099167
-331.45773,133.26714,-0.48387846,27.21339,12.086796,-4.7343454,9.720711,-6.8048577,-4.18435,3.4716375,1.0673559,7.5813303,-8.289547
-334.91342,126.02661,0.36824894,27.405106,11.2068405,-5.5680876,15.075153,-2.4965696,-2.170598,4.5034795,-1.2593696,7.7242002,-6.8432455
-350.58594,124.366165,-5.002817,27.682896,7.9874277,-6.365703,14.210571,-3.145965,-1.7851326,0.00288707,-7.704117,6.070518,-5.6530786
-350.89673,126.82074,0.8112979,28.34675,8.18936,-6.0445,10.638575,-4.6945767,-6.597781,-0.8080148,-10.007869,5.1497054,-5.1817336
-341.83463,128.86566,-0.1259138,28.32196,7.059231,-2.2469914,13.543744,-5.092801,-2.6514564,4.980614,-5.2158704,5.4125156,-6.016076
-336.2652,128.62393,-1.4673135,30.161007,10.285732,-0.3566869,13.29557,-4.257624,0.79093546,5.286292,-5.0086293,5.9717956,-7.223503
-336.211,129.68546,-5.012125,30.13932,12.110109,-3.4380255,12.421091,-2.7647715,-1.8189257,2.1565406,-9.245344,3.0964794,-7.930833
-343.5073,123.627014,-3.7605193,37.439613,16.593618,-1.2984283,13.301642,-3.6005583,-1.6918201,5.087823,-6.064928,-0.89740026,-10.84021
-338.59244,122.30467,-4.4030824,38.288692,17.652485,-4.374873,9.352863,-4.3613176,-1.9365424,5.9428005,-8.499659,3.271924,-10.705239
-332.45737,124.86681,-11.241043,38.92374,23.683056,-6.3357487,5.919284,0.8226938,1.5070889,-0.31465364,-8.097799,8.904059,-10.84167
-321.83115,123.86601,-29.438671,36.448692,28.078005,-16.228392,6.6769886,8.370993,-6.8150306,-4.172416,1.687473,15.263725,-12.943834
-318.00845,130.95471,-34.464684,30.739296,30.037209,-16.04926,10.8507805,15.259479,1.0580679,0.47335646,5.2439456,10.422433,-20.112616
-320.65002,134.01254,-30.271254,28.963314,28.648474,-10.304031,13.215868,16.339863,7.983701,-1.1316037,0.038502723,4.007386,-20.247509
-321.93057,121.56883,-25.998215,37.62023,24.408827,-16.369614,10.069016,8.532369,1.2898436,-3.267495,-3.7926726,2.7679887,-18.49701
-321.11658,120.35364,-19.864475,49.232597,25.132778,-20.868675,3.5235815,4.7393026,-4.383793,-4.950387,-9.376667,1.3469701,-15.29259
-324.83344,124.99665,-13.813854,53.849663,25.517338,-17.087599,6.873337,3.6716166,-8.721127,-9.74268,-12.901121,4.5797625,-15.09771
-325.77142,123.97161,-9.132896,52.169968,27.708927,-14.052025,16.0794,6.265867,-9.14797,-6.3299465,-6.264916,12.154969,-17.051838
-324.62808,121.83598,-19.575855,47.98709,28.027088,-14.302811,19.631527,12.986517,-1.0743934,4.1539116,0.8591986,13.119131,-12.80131
-324.7661,122.28749,-30.715805,47.919655,30.283962,-23.662354,8.088552,12.933903,-2.3713903,4.5492268,4.6112413,12.397606,-13.241343
-317.42834,117.532425,-35.91583,47.538094,36.905968,-26.971916,5.170947,10.300217,-7.9522514,0.24746794,-2.891211,7.692911,-15.759005
-317.19128,111.23555,-39.83206,51.673443,35.20906,-26.466667,10.329264,7.219488,-9.40457,2.9432573,-0.7859653,2.7257159,-16.823378
-318.0795,109.47704,-36.320145,52.429436,34.30325,-20.893044,16.81444,7.034709,-7.352473,7.868144,-4.8195887,-4.4060535,-24.283323
-315.77734,116.83865,-29.730846,52.97799,36.727535,-18.780426,13.201885,6.9297595,-4.6041517,1.5707912,-9.657924,-5.853821,-25.641743
-326.6403,118.430176,-27.132133,46.414795,33.27144,-16.19398,11.599855,6.6906576,-4.4685783,-0.5840987,-12.237278,-1.4516541,-20.364075
-341.89386,126.906525,-13.689426,34.61792,19.179567,-17.548683,8.314137,-3.2615561,-4.5689607,-0.7233756,-13.8624325,5.5284014,-16.126564
-352.89426,127.19489,-5.5443497,35.906425,17.66591,-15.0156975,13.768238,-0.78032756,-3.258624,2.9319959,-11.880377,4.841391,-12.636839
-351.67493,123.02067,-12.742975,45.741234,28.358227,-13.603528,11.816954,1.422557,-3.6823475,-1.2400609,-10.593853,8.277817,-11.211748
-343.82834,119.79567,-24.822935,47.397736,34.074463,-20.614676,13.381187,9.752017,-2.702098,-6.656378,-11.260264,12.856379,-16.714966
-337.92877,121.99461,-30.895744,48.81048,34.77777,-25.027393,12.499477,13.34235,0.63890576,-1.7933064,-1.8029412,18.682646,-16.629162
-334.40125,129.30684,-26.367365,50.83695,30.190277,-26.665245,13.178707,10.975799,-0.5678694,-0.09255278,-2.7232635,16.500801,-14.183237
-334.11826,134.28723,-23.482162,52.013275,27.085413,-22.96476,16.15688,8.24752,-2.0611708,1.1289225,-6.8388276,14.256866,-10.309328
-341.77902,132.32901,-17.466473,55.62135,28.224852,-19.396255,16.655983,6.4289684,-3.122471,2.1260066,-7.696986,12.791798,-9.196585
-335.68127,135.26025,-19.711992,57.869946,33.111374,-21.030037,17.312853,11.933147,-0.47089052,3.117762,-5.331411,11.458492,-9.914925
-335.46347,130.83475,-23.095764,61.312653,37.33675,-21.312569,18.154068,11.322098,-5.728459,1.4346018,-2.8584948,11.629248,-12.30128
-346.7565,123.95225,-24.931618,55.793507,35.75555,-15.048315,16.766335,9.509655,-7.6454787,6.780057,2.4750273,16.662449,-11.019118
-338.41843,133.0464,-30.584621,44.427155,33.835266,-10.769724,20.32309,10.707309,-7.787655,2.8813517,-3.8899152,15.855305,-8.76585
-325.19247,139.44995,-27.07079,43.252934,34.49089,-15.857933,22.143559,15.066671,-4.1633635,2.5222259,-5.5509033,18.720566,-6.2499323
-337.61166,130.94138,-21.178585,47.21835,32.507202,-18.274822,19.719204,14.059538,-0.42346182,2.6697595,-2.1138265,15.306164,-8.115944
-346.79742,127.450745,-19.401072,41.148712,30.696571,-17.940006,10.958929,11.765598,-1.6130874,-4.3663726,-8.080801,12.088173,-13.431108
-343.68234,129.1763,-18.792444,49.90207,37.94211,-23.29831,5.3407345,13.875168,-2.8294287,-5.6442394,-9.572369,11.815151,-15.046417
-334.6265,131.62448,-19.799551,57.681377,37.733356,-27.866116,7.045459,19.618855,-5.52993,-6.73668,-3.9754977,12.679384,-19.734692
-332.45898,123.39488,-21.886084,52.41584,34.351685,-26.623161,4.926714,16.339039,-9.063711,-4.601431,2.471127,18.204865,-13.687951
-336.71375,121.521,-26.148998,44.069397,33.84894,-22.039337,6.6385555,13.071421,-9.016543,-3.5884097,-0.18714738,13.50897,-12.687181
-339.0015,122.01236,-26.916805,46.859245,36.700775,-16.177227,9.488425,12.385101,-7.833599,-8.048883,-6.2644114,13.063234,-14.322136
-333.26282,128.07762,-15.521803,47.292385,34.86404,-11.556525,12.584954,7.348255,-9.814701,-7.645111,-9.341304,12.640926,-16.049181
-319.70087,126.84042,-21.339931,45.037106,29.933147,-16.686155,8.086429,3.0007358,-10.6507435,-1.4978251,-0.05076748,13.687246,-12.160181
-316.2495,128.97362,-23.255257,39.552757,22.716156,-19.228745,5.336917,7.900673,-8.30641,-1.5080583,-1.1245149,15.386216,-12.923378
-306.7801,127.3215,-15.578493,33.06774,14.666022,-16.670187,5.687916,7.0436687,-4.4321814,6.1008863,-1.1228583,11.381581,-16.290407
-312.4397,118.87136,-12.75618,33.887966,12.412424,-7.2530937,6.8694096,3.6363454,3.0359893,13.644332,1.0590619,11.126058,-10.482748
-324.8691,115.639465,-15.736416,33.6015,12.46125,-6.779351,6.633586,7.120833,3.120279,5.1984377,-7.1909285,12.321413,-5.327026
-327.7676,125.60115,-8.883655,38.770668,16.601892,-9.494359,7.7084064,-0.23736498,2.4417763,0.6730047,-11.98649,14.1396,-5.0051928
-327.60385,128.58733,-9.922298,36.887276,19.19506,-12.209864,9.12048,2.9572701,-1.6166644,-0.86717683,-8.061209,16.966902,-6.8578606
-323.54794,130.80501,-13.21624,36.267185,22.934614,-20.11816,11.810903,10.837736,-11.722849,-4.583872,-5.226484,16.62388,-9.225643
-325.8403,125.433525,-15.175547,40.121006,21.866339,-22.50359,20.6646,16.500252,-9.101139,-0.17911285,-1.5690219,11.731874,-9.122429
-330.6185,118.36366,-6.043412,41.224384,12.097588,-14.572932,21.68857,9.332784,-11.853348,2.081944,-5.2150793,9.763077,-8.315123
-332.3887,117.479454,1.7895789,38.431274,8.683201,-12.0529375,14.435728,-0.071079314,-15.478276,3.7870212,-5.457161,11.880105,-12.209618
-335.58475,120.79268,0.5783865,37.362473,9.909709,-15.008835,15.582521,-2.3528216,-10.606392,10.123125,0.29292914,14.10432,-13.947332
-335.78333,123.31008,-15.345631,43.480373,23.149101,-17.529245,19.136444,3.549333,-3.1320672,9.923086,3.0902429,19.144657,-13.4626875
-338.73703,128.25395,-17.830149,46.727272,29.23682,-13.62486,24.223293,8.954302,-3.4638722,9.362908,0.31290373,18.17331,-11.088572
-352.11945,129.29706,-6.2088537,45.475693,21.55143,-14.726822,15.966918,6.985956,-9.123986,8.436338,1.3280916,15.26256,-8.457956
-347.86368,128.64351,-9.206593,41.490036,19.159435,-22.943443,6.775918,5.337385,-8.188854,3.078558,2.7627559,15.418387,-14.491002
-340.4448,132.18791,-18.246536,42.276535,26.037395,-23.823906,10.959961,6.0189166,-8.514766,0.8514265,-7.603714,14.84004,-11.440098
-343.6371,134.27536,-14.211111,44.17222,26.913826,-18.014091,12.345799,10.99864,-9.027439,-5.5687094,-5.7290883,14.110157,-12.432419
-350.1588,133.83453,-5.835203,44.05488,24.275366,-17.345562,13.552338,15.342453,-12.057184,-4.8089695,2.1373591,12.600626,-18.751984
-359.16946,129.0477,-1.8892311,42.940678,25.200397,-12.773834,10.645523,11.562939,-7.329187,4.469427,1.5218124,10.582777,-19.378376
-363.90036,131.33328,-1.5177617,42.10821,28.47837,-6.68756,10.785343,8.884452,-4.570822,5.2902584,1.8285733,10.973843,-16.142715
-370.6315,133.72214,3.8918304,37.69113,28.75947,-6.2973948,8.807352,7.9292674,-2.5303707,2.6290212,1.8011341,12.861597,-12.515909
-375.86462,138.83925,5.710595,33.105263,27.508183,-9.832624,14.085987,7.9714346,-5.8363914,-0.32284817,-1.942786,15.762615,-7.105892
-378.44766,146.01059,4.626362,27.398655,21.409561,-18.855808,11.882967,0.78842056,-10.195263,5.6939564,-2.5377567,16.428085,-5.2609663
-362.01962,153.07047,-1.3442813,22.13796,19.094137,-21.234497,6.706558,4.119619,-5.595497,3.9042406,-2.2856858,17.547367,-7.864731
-354.9393,145.8176,-4.728825,21.715473,17.682034,-22.84491,6.817733,12.007046,-3.6898537,-5.202339,-5.826124,17.394629,-11.570398
-360.9892,135.10971,-6.5284643,26.884357,22.175112,-18.94958,6.59964,8.423933,-7.79537,-3.5884144,-3.9125628,17.324638,-10.264773
-359.82938,142.21588,-2.1755517,33.789253,27.800209,-16.584648,5.998046,2.7112806,-10.725321,1.0435746,-2.7728844,10.894149,-14.968609
-359.164,150.27039,3.8292186,35.956272,34.046055,-14.885893,7.4038525,1.8166516,-12.511324,-4.396247,-7.718242,7.310186,-18.22492
-367.2769,146.55028,2.872242,34.759754,36.24108,-11.857109,9.993707,3.3385148,-13.5104,-7.245184,-10.270622,9.145492,-18.367596
-385.3076,144.7125,7.744817,32.428715,32.155304,-13.285101,13.34263,3.131621,-15.140685,-4.1752515,-8.156059,10.498108,-17.306227
-386.18094,140.44601,11.338282,32.2202,26.348736,-15.999597,14.408716,-1.4665754,-11.820001,2.8472066,-12.074665,11.631524,-8.1493
-380.86188,139.72226,12.267708,30.963516,28.58588,-19.299932,12.035196,2.2344472,-5.728975,3.9648943,-13.2240925,15.3974495,-11.767048
-382.6953,135.8176,10.068627,31.854218,28.208452,-17.9612,12.152262,6.167592,-4.702285,4.1539474,-12.614347,10.609186,-17.487015
-378.554,141.54358,7.4885592,28.195263,27.010803,-11.786245,17.8733,8.063498,-6.6713486,0.99653786,-12.873549,9.912212,-15.826153
-377.86606,141.67401,2.7355244,23.873987,25.961857,-10.633406,22.936722,8.872182,-7.2850466,3.4060597,-9.209619,12.808472,-9.023184
-377.5377,139.05205,5.029287,25.838776,26.444813,-13.07895,22.301588,12.272129,-6.4690027,6.056589,-8.240437,12.3550625,-7.56799
-382.4454,143.5448,10.301666,32.674637,30.673252,-14.366696,22.791306,14.989577,-5.813821,9.635588,-7.0366898,13.68161,-8.282282
-376.90228,148.12689,6.6734047,30.489769,26.544685,-15.875851,22.299585,11.805271,-4.2517276,10.03204,-3.5874488,15.112636,-17.145767
-380.977,144.36641,3.9297726,28.979177,30.618694,-14.751312,22.412739,8.366886,-10.080185,0.9333717,-8.842008,14.344002,-18.173449
-382.14392,140.76361,7.159118,33.02871,30.005623,-12.746298,20.977022,2.4337635,-13.79207,-0.7702736,-12.330957,8.997075,-17.03912
-377.86066,144.60147,11.8912,32.856194,24.47706,-17.114077,12.926718,-0.22818577,-13.505122,-0.98461336,-10.93647,5.293807,-20.45937
-374.7707,151.56306,8.0425005,30.907928,26.298073,-14.746578,13.237686,-3.2545857,-12.003466,4.227559,-6.539792,12.079899,-14.8876915
-377.27563,147.13086,2.8926134,30.996006,33.324554,-6.191188,15.491133,-0.55388355,-9.482722,8.311884,2.1995654,17.192741,-12.44955
-384.61865,138.40164,5.0925465,33.533417,35.363174,-6.3533893,16.156858,6.575346,-6.2483406,6.6234083,1.3647766,15.850349,-17.013718
-387.57278,134.95737,7.675866,35.236725,31.894753,-12.925573,15.842284,8.81212,-6.170168,7.1715374,-4.060359,8.761295,-15.54072
-389.68765,136.51779,5.9893613,33.7517,30.859781,-12.2480545,15.960449,4.4125166,-8.213768,6.9038796,-8.471497,3.526555,-16.188545
-389.75568,144.33054,8.385348,34.810173,28.981674,-12.627487,20.253672,6.006334,-5.040205,4.4474792,-12.4453945,4.847683,-14.360583
-379.31113,146.7425,9.169081,34.593075,28.297451,-17.862865,18.192753,8.727542,-6.5338173,9.246677,-8.75728,5.147682,-13.666323
-380.26297,146.6167,7.307779,30.452621,26.92576,-17.084614,16.806187,5.239833,-11.983213,3.7577872,-8.080877,9.8073845,-14.436784
-383.0921,146.06223,2.9875746,25.122406,26.86259,-13.561301,17.854176,0.5534919,-14.26356,-2.9686556,-10.755335,10.694336,-13.569684
-386.9978,142.85043,1.9595574,29.813873,30.284103,-8.783027,19.343712,3.0163176,-12.127586,-2.1481576,-10.152458,4.663986,-14.449584
-385.6414,143.66739,4.288624,31.201054,30.980042,-12.859566,18.006388,6.278409,-10.485861,-0.77047443,-5.937163,11.048058,-12.053457
-386.81857,151.37936,10.6183815,32.40786,29.816942,-16.157192,14.880831,5.5462017,-9.861494,0.9238012,-8.921488,5.877116,-10.598679
-393.65466,148.6333,8.372975,31.530388,33.33709,-15.98472,13.720491,2.160583,-7.4513326,3.3136594,-9.654917,4.7332087,-8.188218
-396.18375,141.39972,10.326691,31.743734,33.246113,-15.494946,13.398528,-2.8159378,-8.500545,6.974429,-5.2450976,11.473622,-8.468334
-391.04352,142.90094,10.628559,33.636852,31.09031,-13.837602,20.152508,5.227092,-7.6544614,9.55208,-2.5188618,11.617069,-10.876589
-382.4176,148.24455,10.810514,32.885773,32.766582,-13.866062,18.979315,3.412791,-9.433666,7.57133,-6.491131,7.648949,-11.991306
-391.6534,147.85356,11.304749,34.75212,34.331818,-9.022044,16.945957,3.3956883,-9.318874,5.4912105,-8.503511,5.6183853,-10.182091
-394.07227,146.404,13.181782,36.116497,30.568657,-10.867104,18.31621,5.445008,-7.931218,5.5747566,-14.450308,3.5587955,-5.4060116
-391.659,151.16362,13.458775,34.74731,29.658056,-15.9967165,21.789558,9.111125,-4.5294685,5.484292,-11.35377,3.8751738,-4.007187
-392.09332,153.44336,15.010141,31.91383,26.79482,-13.012377,21.427853,9.380976,-4.650573,3.9752634,-7.367528,5.955148,-3.9381118
-398.24844,145.56113,11.620192,35.98031,30.298714,-12.672294,12.541452,3.0601866,-9.478237,3.1455736,-2.783768,8.848815,-6.823828
-401.57648,144.60292,13.597889,33.586845,28.758787,-13.998257,15.500387,4.9423094,-11.063198,4.360382,-1.5552757,5.6847363,-13.536545
-399.24652,143.19733,10.273498,29.956638,21.929806,-19.124403,13.673249,5.451286,-11.912611,4.2371006,-3.0286403,5.954561,-15.077827
-393.9851,140.53317,4.864152,28.174477,20.427643,-23.606888,15.952041,7.869641,-8.135899,10.249685,-6.823265,2.8325887,-12.646624
-388.02716,143.54007,6.488839,27.701256,23.781311,-17.999784,20.351131,7.2206974,-8.482573,12.677019,-4.233741,10.142792,-4.53631
-392.4771,148.82076,14.087462,32.729927,29.09536,-13.457939,19.709816,5.2776437,-8.581341,9.645288,-0.122440025,12.096916,-5.723538
-401.38358,150.3186,17.283764,31.536758,30.387632,-12.698377,17.9856,7.0419493,-8.9026375,7.045326,-5.881787,6.293834,-9.4061775
-399.53076,155.16559,14.389034,27.774426,29.223316,-15.440872,13.617632,7.7611003,-5.444905,4.6025896,-11.180179,4.1357093,-7.854301
-394.3604,153.60213,10.018471,27.654343,28.94653,-14.86639,16.104496,3.9747531,-7.7529287,2.091363,-9.975285,8.640315,-5.9248323
-396.68393,148.68417,9.134275,31.614666,29.042048,-10.081984,17.828611,7.216498,-5.290802,0.3266074,-5.7136607,12.151241,-4.3614664
-400.60162,147.70345,14.490275,32.277542,30.468494,-10.979402,13.64889,5.99543,-6.142453,5.5057154,-6.0630455,8.239933,-7.2503877
-400.0346,144.27158,9.441929,25.310303,32.318405,-9.243885,15.443626,3.9810395,-12.157609,6.2846255,-5.656785,9.577499,-12.702501
-398.8443,143.80063,6.3527713,20.789331,31.328516,-5.5134273,21.723522,7.9241333,-13.039208,3.5650702,-2.7370965,11.805378,-13.385468
-398.95712,145.5559,9.59133,25.813238,30.179962,-13.160772,17.586401,7.079851,-12.461028,3.6955063,-3.0984535,10.328881,-10.138094
-401.95352,140.05809,12.461203,30.20156,32.44298,-15.275619,15.071884,4.125385,-8.958431,7.095811,-6.2939215,9.57209,-10.91324
-401.02072,140.01163,10.70769,30.81736,31.631142,-18.115301,13.7170515,3.9449234,-5.699279,7.7689495,-10.807074,5.730978,-12.729967
-393.4432,147.87823,9.63541,31.223843,30.717966,-18.505539,13.00412,3.1014314,-6.129099,3.844924,-9.689432,4.401198,-12.053693
-396.68018,151.03806,8.975306,30.16757,31.895382,-16.81097,17.125858,5.791278,-6.9817405,4.740666,-8.271584,4.098094,-11.637955
-396.3714,147.66933,11.577721,31.97564,37.63743,-14.280841,18.496532,6.3421955,-6.2821155,11.555868,-7.205515,3.494615,-8.771414
-397.51486,145.31647,8.057433,29.16265,36.29647,-13.768483,15.777931,3.636764,-7.461121,9.50984,-4.6764364,4.607976,-10.180947
-399.19626,143.3638,2.6263568,24.34449,33.97785,-14.760883,12.028868,3.0863268,-3.8050237,8.599608,-2.3551502,5.1944103,-14.798166
-390.95004,146.3579,3.5215526,34.399055,36.691437,-13.369644,15.86502,9.431068,-3.049138,9.549126,-4.744607,6.5749965,-17.831863
-394.51715,149.6181,9.57953,40.205654,33.729744,-15.2240305,16.526922,10.743035,-4.820506,9.090305,-5.5368757,9.508659,-11.165116
-394.9113,149.73532,12.958701,39.357872,32.03625,-16.162792,18.841078,8.164097,-8.642163,9.050194,-2.8344293,10.836353,-7.0122104
-387.7457,150.11633,9.711102,32.79883,26.666454,-13.997862,19.994217,2.2218356,-12.053764,8.67078,-0.47510758,12.569485,-9.536896
-388.85547,145.76022,8.963403,31.192266,28.394146,-12.459307,24.727148,3.9328232,-9.293341,9.862291,-2.4559686,11.622081,-9.40069
-397.33664,142.25876,8.281861,32.340862,30.39011,-11.142603,24.10659,8.409793,-0.78460425,10.428949,-4.8912964,5.5917253,-13.568777
-400.46625,145.57965,8.119212,32.008804,31.657799,-9.129547,22.918411,11.046667,0.06916469,8.698507,-3.3476644,7.284808,-10.090887
-397.66647,146.25772,5.776161,29.836048,29.012497,-20.501633,16.094267,5.5071154,-6.8263326,7.834276,-2.2735982,9.593136,-12.474148
-391.0889,143.85532,4.1593523,28.150463,27.533764,-20.46036,16.94826,6.2991343,-10.338194,6.228113,-2.8669295,13.29704,-14.146862
-391.1129,144.74515,8.11427,34.37036,31.381376,-20.391357,14.359922,2.2065012,-13.598392,5.472213,-4.4473057,6.3253536,-14.29921
-396.4247,145.44571,10.156099,33.23722,29.420639,-22.412682,14.039661,3.4804916,-11.107878,6.6195207,-7.1412697,2.434465,-10.52393
-397.49835,144.51492,14.448292,37.013573,25.780022,-19.114325,22.46299,5.6628976,-6.4028926,6.7945375,-7.9522023,9.8936825,-2.2780395
-396.64426,154.06499,17.759716,38.842823,28.730621,-15.97371,23.140972,7.180461,-0.41905364,9.957106,-6.077696,13.696714,2.7558746
-394.36066,157.4148,15.57017,40.627285,38.661095,-10.714832,24.983597,11.004877,-4.683159,6.4721055,-3.7660728,11.615841,-7.042054
-392.4455,158.19234,14.057259,42.428032,37.18418,-14.131967,19.049028,6.9853926,-11.758411,1.4354849,-3.335935,5.965627,-14.6538315
-396.06845,153.39835,7.8454237,30.798243,29.564098,-17.942982,12.790363,0.6340374,-8.929963,3.2005389,-10.254858,1.6461545,-10.699553
-391.4864,149.67499,5.4160156,28.762207,32.759674,-19.67089,12.633366,6.108752,0.68947613,16.314186,-7.2095356,3.6335125,-12.4349
-381.9888,145.01175,4.0921516,33.97089,31.555466,-26.704847,15.8490715,6.505019,-3.7157211,15.929623,-7.349953,4.3643584,-11.549128
-388.6445,149.28647,7.019774,36.171326,32.26894,-23.827705,17.839014,7.345328,-11.698541,5.824375,-7.5492663,6.1332245,-8.962213
