-61.546265,67.29071,-14.086867,9.927463,4.361301,-0.27082485,-1.293092,-2.2686853,-0.73019576,1.0207465,-1.525682,-0.41500017,-0.46361178,1
205.9168,-161.84596,67.06542,-7.669783,-6.942013,-16.51902,-11.916767,-23.309732,-9.544763,-15.393628,-1.1225237,-10.690112,-8.027924,1
184.56024,-83.44237,-2.315099,-23.375149,-4.117336,-11.600904,-2.0608609,-11.657211,-4.5626507,-15.224803,-5.503577,-14.360223,-6.3400035,1
48.155285,-29.27181,-2.546811,-4.324816,-2.4740958,-3.3430433,-1.7964548,-2.4723773,-0.002696633,-1.6593707,0.03571926,-0.727743,0.42821568,1
280.26086,-80.467476,3.622133,-38.653843,-17.053322,-22.848007,-22.889853,-17.43634,-17.910019,-19.5378,-13.212622,-19.314804,-14.55888,1
186.66728,-108.61783,17.09331,-32.01246,6.650366,-21.549759,-0.14791608,-10.454987,-4.792648,-7.1129546,-12.409412,-1.3010384,-12.011968,1
83.26328,-52.771202,6.113312,-5.4675207,-5.140145,-5.5240316,-2.2150905,-6.2818813,-2.0482013,-0.9461185,-5.06753,-4.276697,0.36179373,1
93.122856,-76.59233,-12.360389,-10.101441,-6.068736,-6.705202,0.3882485,-2.6613095,2.4757905,-0.24683097,4.744035,4.4386134,9.566704,1
-21.542988,58.660564,-42.606777,-5.2274275,-19.541307,0.034226153,-2.144895,3.012499,1.4199133,12.596027,3.7866619,7.5366435,4.016852,1
108.945366,-72.365166,-3.5004077,-3.8169708,-3.9991143,-5.8579645,-5.0625954,-3.8664665,-2.5232337,-1.6583359,-1.975444,-2.6689074,-1.6507553,1
187.9359,-153.71571,-25.670048,-14.916151,-3.6903431,-3.8394601,1.3605629,-11.588321,7.8003783,1.1520427,5.220162,-1.7330928,11.684111,1
197.5248,-154.06879,9.659165,-20.99631,-3.1697576,-16.165428,4.8240275,-8.916853,3.7733743,-7.90695,2.8275204,-9.439352,2.0545561,1
114.198814,-112.653275,16.690771,-12.9875145,2.632896,-5.116965,1.7153882,-1.9626428,0.10579392,-0.7274312,-0.32625026,-0.32039115,-1.2491791,1
198.58069,-57.2423,-14.988979,-20.483252,-11.195473,-20.121758,-10.098821,-14.379066,-8.20951,-13.578917,-8.006039,-13.0646715,-7.2118735,1
47.74358,-37.865532,25.886194,-1.7517424,3.6008234,-7.5693917,8.0603695,-7.9846053,-4.732817,-9.350946,-2.3834162,-9.308949,-4.343564,1
196.13083,-123.37109,-11.543574,-29.48607,-7.2112703,-8.080879,-7.442279,-7.294009,0.43820992,-4.036819,2.968499,-1.3963097,0.32473108,1
194.83687,-86.93025,10.110164,-28.844683,-15.803295,-5.9750743,-9.363361,-11.586663,-4.3244123,-15.6734915,-4.368141,-9.231368,-12.846327,1
113.31063,-81.1896,1.8179518,-2.0932302,-12.392267,-2.659656,-2.6531765,-3.5820763,-1.0912759,-1.5508194,-1.948118,-2.8804603,-3.0878918,1
