45.245625,-17.242262,3.9133625,-9.135635,-3.2491646,-0.5710757,-4.6103554,-0.20699443,-4.1963286,-1.357162,-2.3426702,-3.0948176,-3.1525216,0
80.98195,-8.786098,14.25253,-20.030075,-7.0744166,-2.4135196,-10.032223,-5.754561,-9.651976,-7.9287524,-8.278049,-5.7286854,-9.556119,0
134.90395,-52.69921,-0.37367952,-28.95106,1.9965754,-10.669843,-7.7749662,-5.379808,-11.740616,2.0776353,-9.795216,-4.8520713,-6.741692,0
170.02736,-67.87694,-2.5394762,-26.689041,-0.1405671,-17.717293,-8.267573,-9.413332,-10.940724,-0.10255206,-8.721609,-8.861256,-8.757023,0
175.31425,-20.834879,-16.201477,-18.492762,-14.037764,-16.091763,-11.621111,-15.71696,-10.401234,-14.760318,-11.79679,-13.663679,-11.695531,0
169.6191,-14.950167,-36.54764,-38.93918,-4.6852655,-25.903513,-3.4887342,-15.726576,-2.5164933,-12.392789,-1.2906493,-10.093559,-3.0845037,0
167.96176,-60.75044,-9.329969,-27.4081,-13.442046,-6.2214775,-12.111527,-8.977129,-4.805914,-8.150544,-4.8332047,-8.286729,-3.6446648,0
167.48814,-55.150307,15.811415,-38.651897,-8.281774,-10.912264,-5.5120463,-10.22058,-24.500895,5.063689,-16.405998,-9.809603,-8.917876,0
165.83272,-63.768383,12.129259,-29.997114,-12.514035,-9.611013,-6.7024474,-10.252224,-18.154675,1.9410621,-10.547358,-8.3099985,-10.045809,0
165.24399,-56.836803,10.398468,-42.596268,-6.492853,-1.8280113,-17.358183,-9.588702,-13.781709,-1.5885067,-16.613094,-0.41327915,-8.545032,0
125.38142,-39.094383,5.064881,-23.88037,-6.999331,-4.9992213,-8.410721,-10.256868,-10.201928,-2.0549252,-10.619793,-4.5752,-9.353544,0
227.31256,-61.038124,2.8127818,-35.662,-18.361568,-18.82681,-11.123566,-13.670404,-26.070807,-4.6808977,-16.554098,-10.791685,-13.345401,0
72.41436,-18.340925,-1.8067147,-8.641844,-4.7072287,-6.203073,-5.1478834,-5.1110177,-3.485587,-5.5053864,-3.4102404,-5.9060717,-4.148379,0
72.99969,3.881308,-7.5326896,-10.71992,-8.867946,-10.09314,-5.5942264,-6.9697104,-6.406257,-6.5845876,-4.419037,-4.7556305,-4.937838,0
72.08096,5.1641636,-6.408477,-11.668909,-8.49277,-10.935384,-5.8119745,-7.588555,-6.326032,-6.498943,-3.3977926,-5.954851,-4.1614423,0
71.99707,-13.871528,-0.45305133,-12.691161,-2.7008927,-8.055347,-4.5713243,-6.5096035,-3.341335,-4.87107,-5.171675,-5.0455728,-4.714505,0
72.03892,-3.732301,-1.0467885,-16.970932,-4.146193,-7.002934,-6.944378,-6.3201094,-3.7076313,-7.2160716,-2.9781468,-8.047369,-3.92608,0
72.749664,7.928273,0.9205721,-19.28191,-4.7281914,-9.772811,-8.182917,-8.135695,-4.5356226,-9.249409,-3.5626938,-9.710304,-4.4389586,0
71.542816,5.7913966,2.7305167,-20.533943,-3.331225,-10.38028,-7.578189,-8.3742485,-3.8812888,-8.716277,-3.4452283,-9.303327,-4.520724,0
72.45066,-17.913523,-2.2553048,-8.811828,-4.349744,-6.6976047,-4.9346194,-5.373994,-3.3161535,-5.5063205,-3.437313,-5.825465,-4.028814,0
71.63215,1.2853576,3.7349904,-15.74315,-1.5659062,-9.9158125,-8.026701,-7.6469555,-4.4279113,-10.648799,-3.1102269,-10.426145,-5.1408935,0
72.50967,0.001806191,-3.7707057,-16.605942,-3.748508,-7.518111,-6.00377,-8.0671625,-4.3522806,-6.8957386,-3.394136,-7.8373504,-4.317755,0
72.41436,-18.340925,-1.8067147,-8.641844,-4.7072287,-6.203073,-5.1478834,-5.1110177,-3.485587,-5.5053864,-3.4102404,-5.9060717,-4.148379,0
73.39969,1.6117734,-6.718504,-12.823289,-8.064352,-9.604219,-7.103824,-6.5930905,-6.6853294,-5.4045134,-3.5885952,-5.016351,-3.4093666,0
71.01655,-2.2766984,7.597422,-17.482254,-0.44008175,-9.491198,-7.6270127,-8.3258095,-4.7611303,-8.917276,-4.977339,-8.487862,-5.827306,0
73.535805,-1.0457509,-10.447364,-10.78722,-2.9430332,-7.7205853,-3.5595949,-7.5974545,-4.4922237,-7.800473,-5.8997893,-6.909603,-4.3327227,0
72.60982,-6.5701723,-9.867871,-11.224399,-7.9326406,-9.348124,-7.676114,-5.6145587,-3.4823983,-3.428048,-0.9546271,-3.8644216,-2.646452,0
72.19076,-0.32839367,-6.6561565,-11.058486,-9.668685,-8.353414,-8.717732,-7.6053705,-3.360415,-5.742199,-0.3006441,-6.9473577,-3.4518936,0
72.762856,-1.9453464,-8.114892,-11.916756,-9.04372,-8.452647,-9.153815,-6.417081,-3.1433687,-4.541948,-0.34081838,-6.3126736,-3.3797686,0
71.5007,-2.5978193,-3.1128535,-9.530687,-10.5353365,-8.031055,-7.731317,-7.3672757,-5.2372155,-6.6429825,-0.57167685,-6.060104,-4.082381,0
23.372538,-22.216393,2.26362,-5.1935143,-0.03157892,-3.8375223,1.1662866,1.204218,3.6198983,-0.643823,1.6065214,-1.617921,0.3076663,1
160.1789,-71.15587,5.344478,-6.620581,3.5525484,-11.290792,-23.779596,-7.2660885,-4.454409,-16.489027,-7.835701,-8.0512295,-12.132625,1
106.75203,-93.47996,15.425384,-14.176384,12.418613,-14.73073,-3.957964,-3.254616,-1.8504177,-4.796909,4.8347983,-4.3836837,1.1998458,1
129.1332,-14.177923,-7.167338,-10.495485,-9.54851,-11.833645,-9.690733,-9.383067,-8.110232,-9.490923,-11.415792,-14.608316,-13.211271,1
44.291195,-31.37113,2.2646232,-0.44742298,-3.5011482,-3.862089,-1.1402609,-1.3381286,-0.8829026,-1.0953585,-1.1654445,-1.2161369,-0.5357863,1
134.37073,-61.84193,-7.7789617,-16.689526,-7.299818,-12.059597,-6.647132,-8.739523,-2.7271745,-7.0821314,0.63151824,-3.5111432,-0.6252931,1
194.11693,-105.300476,-0.30900922,-23.058743,-3.380145,-12.19217,-1.5314022,-5.107939,-3.575936,-15.153222,-5.7578297,-14.533167,-4.216916,1
192.70943,-99.697395,9.3700905,-20.962008,0.4667268,-18.681425,-2.1682515,-19.092989,-3.3260324,-12.1539345,-12.251735,-7.265214,-6.947242,1
43.49611,-20.925705,-4.926891,-4.516872,-2.4170475,-1.9252433,-2.4666495,-0.62850344,-1.5842574,-1.4415278,-1.0285566,-1.5472496,-0.08762341,1
