,0,1,2,3,4,5,6,7,8,9,10,11,12,
0,80.98196,-8.786117,14.252548,-20.030079,-7.074396,-2.4135253,-10.032231,-5.754567,-9.651986,-7.9287453,-8.278061,-5.7286634,-9.556112,1
